step,time_s,vortex_signal_pa,p_upstream_pa,p_downstream_pa,pressure_drop_pa,max_lattice_velocity
30000,0.08923237022526934,-268.7024774308088,6640.310595847054,3506.8791272045637,3133.4314686424905,0.08095876770497387
30005,0.08924724228697355,-72.59232344294696,6663.42234856565,3500.497956314418,3162.9243922512323,0.08095029249507546
30010,0.08926211434867776,118.49456743260089,6683.825369362758,3490.498242773403,3193.3271265893545,0.08091975654399303
30015,0.08927698641038197,303.0473241379236,6701.017097263797,3477.2570592622915,3223.7600380015056,0.08086793408324507
30020,0.08929185847208619,479.66525872231705,6714.60654271853,3461.2426812574536,3253.363861461077,0.08079565008017632
30025,0.0893067305337904,647.0999996935811,6724.323495788877,3442.996184948503,3281.327310840374,0.08070378092835101
30030,0.08932160259549461,804.2903002426897,6730.024200936658,3423.1093051495272,3306.914895787131,0.08069996887734907
30035,0.08933647465719882,950.3864764919258,6731.693799064518,3402.1998098258914,3329.493989238627,0.08068516594957575
30040,0.08935134671890303,1084.7619822674706,6729.445808552313,3380.885788378151,3348.5600201741618,0.08064610955153602
30045,0.08936621878060724,1207.0104241149015,6723.518829326468,3359.760223812626,3363.758605513842,0.08058326861249246
30050,0.08938109084231145,1316.927415210453,6714.27050652667,3339.367065513108,3374.903441013562,0.08049721513777999
30055,0.08939596290401566,1414.4781025061843,6702.1686166864865,3320.1798116852474,3381.988805001239,0.08048445877498828
30060,0.08941083496571987,1499.752919553147,6687.779004685548,3302.5834192159223,3385.1955854696257,0.08048105770317449
30065,0.08942570702742408,1572.915896625364,6671.750074338779,3286.8602204537337,3384.8898538850453,0.08044983838173894
30070,0.0894405790891283,1634.151339003608,6654.793661871258,3273.180428828365,3381.613233042893,0.08039102719203858
30075,0.08945545115083252,1683.6154697473562,6637.6623939003075,3261.597706776501,3376.0646871238064,0.08030493811855194
30080,0.08947032321253673,1721.399440390766,6621.123998565736,3252.0500906610537,3369.073907904682,0.08025041716877805
30085,0.08948519527424094,1747.5088814053734,6605.933424747027,3244.366286573539,3361.567138173488,0.080251283045529
30090,0.08950006733594515,1761.863091227412,6592.80395630277,3238.2769864518173,3354.5269698509524,0.08022049811980649
30095,0.08951493939764936,1764.3144460142494,6582.378731084726,3233.430470849355,3348.9482602353705,0.08015818964173552
30100,0.08952981145935357,1754.68612124655,6575.2041578051985,3229.411448109226,3345.7927096959725,0.08006457942845208
30105,0.08954468352105778,1732.8241489734905,6571.706660233918,3225.7618994520594,3345.944760781859,0.07994001061782206
30110,0.08955955558276199,1698.6584156569047,6572.173982392242,3222.0026834152695,3350.171298976972,0.07988407970182552
30115,0.0895744276444662,1652.2664695873027,6576.741996295638,3217.654781479964,3359.087214815674,0.0798468568399053
30120,0.08958929970617041,1593.933859365044,6585.387616860365,3212.2592872531495,3373.128329607215,0.07977519611167294
30125,0.08960417176787462,1524.205041850009,6597.928099837752,3205.395493246381,3392.5326065913705,0.07966962600808504
30130,0.08961904382957885,1443.9195981150224,6614.026713625394,3196.696662108499,3417.3300515168953,0.07953078512555554
30135,0.08963391589128306,1354.2295533694569,6633.204540685839,3185.863251744228,3447.341288941611,0.07935942101007397
30140,0.08964878795298727,1256.59499868915,6654.8579593985205,3172.673480950088,3482.1844784484324,0.07919519635089886
30145,0.08966366001469148,1152.7569082007499,6678.281155834009,3156.991171021116,3521.289984812893,0.07911616403257289
30150,0.08967853207639569,1044.6879276690233,6702.6928053641395,3138.770787168899,3563.9220181952405,0.07900272326072685
30155,0.0896934041380999,934.5238357319222,6727.2658589650755,3118.0595533822616,3609.206305582814,0.07885575084393968
30160,0.08970827619980411,824.4801982988038,6751.159198794907,3094.996461129118,3656.162737665789,0.07867612821417551
30165,0.08972314826150832,716.7603022090534,6773.549821780116,3069.8079786976596,3703.7418430824564,0.07846474616212717
30170,0.08973802032321253,613.4615966817132,6793.664183486132,3042.8003302436027,3750.8638532425293,0.07822251770688678
30175,0.08975289238491674,516.4883856314696,6810.807385990665,3014.3483669429706,3796.4590190476947,0.07798387845426809
30180,0.08976776444662095,427.4781942353111,6824.389013874001,2984.881283225178,3839.507730648823,0.07781248645460528
30185,0.08978263650832517,347.7479670484395,6833.944604908547,2954.8656983395967,3879.0789065689505,0.07763828859905916
30190,0.08979750857002938,278.2641260149867,6839.151981830792,2924.7868724634145,3914.365109367377,0.07743404097035095
30195,0.0898123806317336,219.6378438649408,6839.841957802513,2895.129005982025,3944.7129518204883,0.07720074460431108
30200,0.0898272526934378,172.1441568765017,6836.003234278756,2866.3556497661525,3969.6475845126038,0.07717159180013645
30205,0.08984212475514201,135.76124891414383,6827.781594398561,2838.8912317810987,3988.890362617462,0.07715065521093417
30210,0.08985699681684622,110.22473442077899,6815.473714289011,2813.1046049669058,4002.369109322105,0.07711567041909335
30215,0.08987186887855043,95.09115725689708,6799.516042727223,2789.2953767045938,4010.2206660226293,0.07712968243828898
30220,0.08988674094025464,89.80507257651834,6780.469241249313,2767.683615858724,4012.7856253905893,0.07712656256379109
30225,0.08990161300195885,93.76470490744305,6758.99866697791,2748.4033535609988,4010.5953134169113,0.07710482563585927
30230,0.08991648506366307,106.38195682593823,6735.851369426283,2731.500086094564,4004.351283331719,0.0770720653155309
30235,0.08993135712536728,127.13323730007232,6711.830104740401,2716.9322408950366,3994.8978638453646,0.07708957032916296
30240,0.0899462291870715,155.59810861673395,6687.764968183459,2704.576288605489,3983.18867957797,0.07708795450032989
30245,0.08996110124877571,191.48322855658125,6664.483401888447,2694.234913462985,3970.248488425462,0.07706561945097738
30250,0.08997597331047992,234.62974103580882,6642.779521109721,2685.6474480134807,3957.13207309624,0.0770330110170032
30255,0.08999084537218413,285.00339309736273,6623.383878736182,2678.501688303191,3944.882190432991,0.07705211685181756
30260,0.09000571743388834,342.6683053283173,6606.9349157814495,2672.4462549582167,3934.4886608232327,0.0770497417355999
30265,0.09002058949559255,407.74728852621956,6593.953394850144,2667.1028363579717,3926.8505584921722,0.07702430006105679
30270,0.09003546155729676,480.373423567351,6584.821066512476,2662.0778923767084,3922.7431741357677,0.07698145691466694
30275,0.09005033361900097,560.6387787065328,6579.764671296017,2656.9736487506793,3922.7910225453375,0.07699840231136063
30280,0.09006520568070518,648.546273843659,6578.84614326467,2651.3984196940687,3927.4477235706013,0.0769917370679516
30285,0.09008007774240939,743.9697886980612,6581.959577990691,2644.976427210919,3936.983150779772,0.0769600300742751
30290,0.0900949498041136,846.6259449780018,6588.835188682949,2637.3573275338085,3951.47786114914,0.07690196982158762
30295,0.09010982186581783,956.059035454256,6599.050129002506,2628.225610355596,3970.82451864691,0.07690571008782664
30300,0.09012469392752204,1071.638769165399,6612.04573086012,2617.3099146457093,3994.7358162144105,0.07689281025852904
30305,0.09013956598922625,1192.5691539257682,6627.1504011648685,2604.3921220024763,4022.7582791623922,0.07685367458585604
30310,0.09015443805093046,1317.90608338005,6643.607148894062,2589.3158704257703,4054.291278468292,0.07678720355738775
30315,0.09016931011263467,1446.5810446753303,6660.604482635708,2571.9939174016126,4088.6105652340957,0.0767597813664609
30320,0.09018418217433888,1577.428722663983,6677.309247704499,2552.4136227549466,4124.895624949553,0.07674186634932748
30325,0.09019905423604309,1709.216959425909,6692.899885074602,2530.639772374417,4162.260112700185,0.07669737080764474
