step,time_s,vortex_signal_pa,p_upstream_pa,p_downstream_pa,pressure_drop_pa,max_lattice_velocity
10000,0.07931766242246165,957.3707785734687,2388.431193701465,893.3128331751276,1495.1183605263373,0.06794625637335315
10005,0.07935732125367287,1002.8698632557116,2410.059561288411,913.7749771568378,1496.284584131573,0.0673583343159378
10010,0.0793969800848841,1043.2086158192901,2433.708466561979,931.3357634515827,1502.3727031103963,0.06679097719882117
10015,0.07943663891609533,1079.3624766203982,2459.413171005307,945.8932899007998,1513.5198811045072,0.0662080020801847
10020,0.07947629774730657,1112.6230179730178,2487.2109787567224,957.4697030698035,1529.741275686919,0.06561039374171275
10025,0.07951595657851779,1144.5498257580925,2517.1347930041934,966.1776587067571,1550.9571342974364,0.06499887836295061
10030,0.07955561540972902,1176.8932776727504,2549.201401248399,972.1778781992966,1577.0235230491026,0.06439661303325447
10035,0.07959527424094026,1211.4894143551644,2583.3955522744245,975.6354245642353,1607.7601277101892,0.0638386261015163
10040,0.07963493307215148,1250.1323067133865,2619.652027283893,976.6826828692147,1642.9693444146783,0.06326446890984522
10045,0.07967459190336272,1294.4336554084207,2657.838824288013,975.3958782449107,1682.442946043102,0.06270064582063996
10050,0.07971425073457394,1345.6829234613078,2697.7450220129986,971.7894419022255,1725.955580110773,0.0627527879212617
10055,0.07975390956578518,1404.7231101355587,2739.076672097542,965.8290845695409,1773.247587528001,0.06277339386994726
10060,0.07979356839699642,1471.8568808227014,2781.4631106876977,957.4607259218765,1824.0023847658213,0.06275935151259335
10065,0.07983322722820764,1546.7950351571203,2824.4744771223513,946.649196462649,1877.8252806597025,0.06274588810592877
10070,0.07987288605941888,1628.6547215477142,2867.649250502486,933.4185305473494,1934.230719955137,0.06278616734224121
10075,0.0799125448906301,1716.0091014589063,2910.5286673360006,917.8851406082638,1992.6435267277368,0.06282562857041164
10080,0.07995220372184134,1806.984350891193,2952.6934021247475,900.276345402045,2052.4170567227025,0.06286306714821159
10085,0.07999186255305256,1899.3948106276036,2993.7972319307355,880.9294465205854,2112.86778541015,0.06289722164882391
10090,0.0800315213842638,1990.9034793537257,3033.5927365946604,860.2703474547269,2173.3223891399334,0.06292684873556982
10095,0.08007118021547503,2079.193137307519,3071.9453464361404,838.7749045109279,2233.170441925213,0.0629508035199135
10100,0.08011083904668626,2162.1331667159843,3108.8339614912875,816.9199780339252,2291.9139834573625,0.06296811981842632
10105,0.08015049787789749,2237.9282376663828,3144.338516207977,795.1337156201076,2349.2048005878696,0.06297808385119998
10110,0.08019015670910871,2305.237090366742,3178.6168119893428,773.7553113419788,2404.8615006473638,0.06299479720494926
10115,0.08022981554031995,2363.2523409136675,3211.8743339868056,753.0130421927493,2458.8612917940563,0.06301200590326927
10120,0.08026947437153117,2411.7354770789802,3244.3314159853403,733.025917227069,2511.3054987582714,0.06302084931298542
10125,0.08030913320274241,2451.0049884910895,3276.1920077069612,713.8293942530368,2562.3626134539245,0.06305291717401333
10130,0.08034879203395365,2481.8798839281617,3307.617571797636,695.420310346438,2612.1972614511983,0.06308196230499576
10135,0.08038845086516487,2505.585407098394,3338.7085164617592,677.8116201288464,2660.896896332913,0.06310563019756027
10140,0.08042810969637611,2523.631960964958,3369.4942903837896,661.0848364817057,2708.409453902084,0.06312548485396673
10145,0.08046776852758733,2537.681206470819,3399.932027228858,645.4279680072673,2754.5040592215905,0.06314312108528879
10150,0.08050742735879857,2549.4141810994142,3429.9125684488336,631.1494108337027,2798.7631576151307,0.06316004979137327
10155,0.08054708619000979,2560.4146846055137,3459.2719067932203,618.6632007486403,2840.60870604458,0.06318239734105359
10160,0.08058674502122103,2572.0774010504715,3487.8056385817717,608.447210331484,2879.358428250288,0.06324618272338654
10165,0.08062640385243226,2585.5452681318943,3515.283928319501,600.9819102413425,2914.302018078158,0.06331212299290333
10170,0.08066606268364349,2601.675793380233,3541.4647835961237,596.6818186217181,2944.7829649744053,0.06338035438345004
10175,0.08070572151485472,2621.0325262746983,3566.1040740779763,595.833692270858,2970.270381807118,0.06345057877799934
10180,0.08074538034606595,2643.896232842961,3588.9616078943204,598.5543915952843,2990.407216299036,0.06352207713403472
10185,0.08078503917727718,2670.2902491988193,3609.8035470713658,604.7773953557862,3005.0261517155795,0.06359374710294483
10190,0.0808246980084884,2700.0151833598775,3628.4023153840217,614.2709875300765,3014.131327853945,0.063664160599611
10195,0.08086435683969964,2732.6887609318924,3644.535751936,626.6844664515448,3017.8512854844553,0.06373163683197136
10200,0.08090401567091088,2767.786719195701,3657.9874689469575,641.6127622300739,3016.3747067168833,0.0637943262844807
10205,0.0809436745021221,2804.6805118980874,3668.550138547187,658.6658786433072,3009.88425990388,0.06385030142919196
