case_id,side_radius_mm,fillet_radius_mm,incoming_angle_deg,reynolds_number,frequency_hz,frequency_std_hz,fft_frequency_hz,fft_resolution_hz,frequency_relative_difference,frequency_reliable,peak_count,strouhal_number,signal_amplitude_pa,signal_symmetry_deviation,mean_pressure_drop_pa_trapezoidal,mean_pressure_drop_pa_simpson,integration_difference_pa,pressure_stationarity_relative,signal_rms_stationarity_relative,sampling_stationary,max_abs_vorticity_per_s,stable,mass_relative_change,mass_conservation_ok,max_lattice_velocity,max_lattice_mach,low_mach_valid
R_20p0mm,20.0,4.0,180.0,500.0,86.29385635918528,10.988879741310566,84.0327092794204,14.00836934897441,0.02690793976719535,True,6,0.23665308306142877,10050.594067654645,0.11439129821246806,4075.020427428713,4075.0201451586427,0.0002822700703291048,0.04884603295500131,0.07643390140518952,True,14284.139081583158,True,0.011761284330217493,False,0.10832511619844491,0.18762460499150896,True
R_25p0mm,25.0,4.0,180.0,500.0,90.64461158678509,0.8022745511166657,98.03816082599046,14.00836934897441,0.07541501367338278,True,7,0.24858463510577694,9483.729771170478,0.19043047232079127,4085.561201111449,4085.5617129204657,0.0005118090166433831,0.033398097594741646,0.10725471556957196,True,17367.448716765528,True,0.013471215724271294,False,0.0932453041090257,0.1615056042840435,True
R_30p0mm,30.0,4.0,180.0,500.0,87.68932299827489,8.179300081647803,84.0327092794204,14.00836934897441,0.043514171448355184,True,7,0.2404800238934081,9327.401762572157,0.18371477565253316,3995.49140358946,3995.4918924556473,0.0004888661874247191,0.04612004718200026,0.16846483574935098,True,13343.694104639762,True,0.011242244818089303,False,0.09361433744640725,0.16214478877407507,True
R_35p0mm,35.0,4.0,180.0,500.0,91.40032561179498,10.485042517642476,84.0327092794204,14.00836934897441,0.08767557770720251,True,7,0.25065711235360033,7987.8997216502175,0.05495799667333809,4059.813019151395,4059.8129137272676,0.00010542412746872287,0.026100777529018737,0.24998078543612273,True,16369.604981373024,True,0.013545970079742444,False,0.0913154663495086,0.158163027234195,True
R_40p0mm,40.0,4.0,180.0,500.0,92.32060348980848,14.083988979307428,84.0327092794204,14.00836934897441,0.09862700228823609,True,7,0.2531808910592201,10801.340151697921,0.091212455366632,3991.2016869049385,3991.20163558819,5.131674834046862e-05,0.05384272505765031,0.23009595445122696,True,17690.312734815874,True,0.012266102780477706,False,0.10024053900926472,0.1736217065421365,True
