side_radius_mm,lagrange,newton,spline,qr_polynomial
3.125000000000000000e+01,3.540983104356814487e-02,3.540983104356815181e-02,3.976789254709826860e-02,6.106804215291727900e-02
3.130000000000000071e+01,3.677991403124943048e-02,3.677991403124941661e-02,4.134988451199436005e-02,6.212287765651058891e-02
3.135000000000000142e+01,3.816393563209333206e-02,3.816393563209331818e-02,4.294538845641349134e-02,6.318008176798795006e-02
3.139999999999999858e+01,3.956168952338105088e-02,3.956168952338104394e-02,4.455385356049050560e-02,6.423953962322759281e-02
3.145000000000000284e+01,4.097296593112642604e-02,4.097296593112642604e-02,4.617472900436071781e-02,6.530113635809797756e-02
3.150000000000000000e+01,4.239755163007488670e-02,4.239755163007487282e-02,4.780746396815863802e-02,6.636475710847911103e-02
3.155000000000000071e+01,4.383522994370482595e-02,4.383522994370481901e-02,4.945150763201958816e-02,6.743028701025099991e-02
3.160000000000000142e+01,4.528578074422651145e-02,4.528578074422650451e-02,5.110630917607839052e-02,6.849761119928388098e-02
3.164999999999999858e+01,4.674898045258249479e-02,4.674898045258248785e-02,5.277131778046991600e-02,6.956661481145598458e-02
3.170000000000000284e+01,4.822460203844796539e-02,4.822460203844799315e-02,5.444598262532948652e-02,7.063718298264198836e-02
3.175000000000000000e+01,4.971241502022975128e-02,4.971241502022975128e-02,5.612975289079157742e-02,7.170920084872367539e-02
3.180000000000000071e+01,5.121218546506757507e-02,5.121218546506756120e-02,5.782207775699153146e-02,7.278255354556861789e-02
3.185000000000000142e+01,5.272367598883308942e-02,5.272367598883309636e-02,5.952240640406419175e-02,7.385712620905859893e-02
3.189999999999999858e+01,5.424664575613016154e-02,5.424664575613016154e-02,6.123018801214440143e-02,7.493280397507007251e-02
3.195000000000000284e+01,5.578085048029539361e-02,5.578085048029540055e-02,6.294487176136751017e-02,7.600947197947416356e-02
3.200000000000000000e+01,5.732604242339691542e-02,5.732604242339690848e-02,6.466590683186794475e-02,7.708701535814999062e-02
3.204999999999999716e+01,5.888197039623575130e-02,5.888197039623573742e-02,6.639274240378097158e-02,7.816531924697756040e-02
3.210000000000000142e+01,6.044837975834519567e-02,6.044837975834520261e-02,6.812482765724177380e-02,7.924426878182533329e-02
3.214999999999999858e+01,6.202501241799018850e-02,6.202501241799015380e-02,6.986161177238484066e-02,8.032374909857242784e-02
3.220000000000000284e+01,6.361160683216879330e-02,6.361160683216882106e-02,7.160254392934561896e-02,8.140364533309796258e-02
3.225000000000000000e+01,6.520789800661047630e-02,6.520789800661050406e-02,7.334707330825859795e-02,8.248384262127572697e-02
3.229999999999999716e+01,6.681361749577761910e-02,6.681361749577760523e-02,7.509464908925897464e-02,8.356422609898039866e-02
3.235000000000000142e+01,6.842849340286494275e-02,6.842849340286491500e-02,7.684472045248197380e-02,8.464468090208931983e-02
3.239999999999999858e+01,7.005225037979863345e-02,7.005225037979860570e-02,7.859673657806207081e-02,8.572509216648072083e-02
3.245000000000000284e+01,7.168460962723820218e-02,7.168460962723818830e-02,8.035014664613469859e-02,8.680534502802750296e-02
3.250000000000000000e+01,7.332528889457443078e-02,7.332528889457441690e-02,8.210439983683437415e-02,8.788532462260523204e-02
3.254999999999999716e+01,7.497400247993109279e-02,7.497400247993107891e-02,8.385894533029626674e-02,8.896491608609480295e-02
3.260000000000000142e+01,7.663046123016421796e-02,7.663046123016421796e-02,8.561323230665565664e-02,9.004400455436645245e-02
3.264999999999999858e+01,7.829437254086142606e-02,7.829437254086141218e-02,8.736670994604693596e-02,9.112247516329841091e-02
3.270000000000000284e+01,7.996544035634353675e-02,7.996544035634353675e-02,8.911882742860560702e-02,9.220021304876802049e-02
3.275000000000000000e+01,8.164336516966270996e-02,8.164336516966272383e-02,9.086903393446614519e-02,9.327710334665439973e-02
3.279999999999999716e+01,8.332784402260408341e-02,8.332784402260406953e-02,9.261677864376374747e-02,9.435303119282423268e-02
3.285000000000000142e+01,8.501857050568499552e-02,8.501857050568499552e-02,9.436151073663363864e-02,9.542788172316019057e-02
3.289999999999999858e+01,8.671523475815449966e-02,8.671523475815448578e-02,9.610267939321030795e-02,9.650154007354139196e-02
3.295000000000000284e+01,8.841752346799471030e-02,8.841752346799469642e-02,9.783973379362916056e-02,9.757389137983540905e-02
3.300000000000000000e+01,9.012511987191917928e-02,9.012511987191917928e-02,9.957212311802474125e-02,9.864482077792313675e-02
3.304999999999999716e+01,9.183770375537438080e-02,9.183770375537438080e-02,1.012992965465322193e-01,9.971421340368369357e-02
3.310000000000000142e+01,9.355495145253908684e-02,9.355495145253908684e-02,1.030207032592868333e-01,1.007819543929873163e-01
3.314999999999999858e+01,9.527653584632360395e-02,9.527653584632357620e-02,1.047357924364230031e-01,1.018479288817095707e-01
3.320000000000000284e+01,9.700212636837152180e-02,9.700212636837146629e-02,1.064440132580762866e-01,1.029120220057331281e-01
3.325000000000000000e+01,9.873138899905760379e-02,9.873138899905758992e-02,1.081448149043810342e-01,1.039741189009308897e-01
3.329999999999999716e+01,1.004639862674898271e-01,1.004639862674897993e-01,1.098376465554725540e-01,1.050341047031766450e-01
3.335000000000000142e+01,1.021995772515082446e-01,1.021995772515082168e-01,1.115219573914860429e-01,1.060918645483486245e-01
3.339999999999999858e+01,1.039378175776845270e-01,1.039378175776845270e-01,1.131971965925559487e-01,1.071472835723241701e-01
3.345000000000000284e+01,1.056783594213236144e-01,1.056783594213235727e-01,1.148628133388177319e-01,1.082002469109770715e-01
3.350000000000000000e+01,1.074208515064617175e-01,1.074208515064617175e-01,1.165182568104058958e-01,1.092506397001811180e-01
3.354999999999999716e+01,1.091649391058680391e-01,1.091649391058680391e-01,1.181629761874556372e-01,1.102983470758180928e-01
3.360000000000000142e+01,1.109102640410440932e-01,1.109102640410440932e-01,1.197964206501021256e-01,1.113432541737608972e-01
3.364999999999999858e+01,1.126564646822228732e-01,1.126564646822228732e-01,1.214180393784799472e-01,1.123852461298842087e-01
3.370000000000000284e+01,1.144031759483706834e-01,1.144031759483706417e-01,1.230272815527244379e-01,1.134242080800689223e-01
3.375000000000000000e+01,1.161500293071850848e-01,1.161500293071851125e-01,1.246235963529701840e-01,1.144600251601870511e-01
3.379999999999999716e+01,1.178966527750966581e-01,1.178966527750966026e-01,1.262064329593522716e-01,1.154925825061141609e-01
3.385000000000000142e+01,1.196426709172682540e-01,1.196426709172682817e-01,1.277752405520060086e-01,1.165217652537302584e-01
3.389999999999999858e+01,1.213877048475942022e-01,1.213877048475942300e-01,1.293294683110658427e-01,1.175474585389100213e-01
3.395000000000000284e+01,1.231313722287022683e-01,1.231313722287022960e-01,1.308685654166672208e-01,1.185695474975254626e-01
3.400000000000000000e+01,1.248732872719512804e-01,1.248732872719512943e-01,1.323919810489446736e-01,1.195879172654565892e-01
3.404999999999999716e+01,1.266130607374331973e-01,1.266130607374332251e-01,1.338991643880333704e-01,1.206024529785798549e-01
3.410000000000000142e+01,1.283502999339722062e-01,1.283502999339722062e-01,1.353895646140684528e-01,1.216130397727681611e-01
3.414999999999999858e+01,1.300846087191241396e-01,1.300846087191241118e-01,1.368626309071845348e-01,1.226195627838988500e-01
3.420000000000000284e+01,1.318155874991778498e-01,1.318155874991778498e-01,1.383178124475169801e-01,1.236219071478501519e-01
3.425000000000000000e+01,1.335428332291537790e-01,1.335428332291537235e-01,1.397545584152002918e-01,1.246199580005002971e-01
3.429999999999999716e+01,1.352659394128050974e-01,1.352659394128050974e-01,1.411723179903697223e-01,1.256136004777168580e-01
3.435000000000000142e+01,1.369844961026174535e-01,1.369844961026174535e-01,1.425705403531603854e-01,1.266027197153816175e-01
3.439999999999999858e+01,1.386980898998079192e-01,1.386980898998078637e-01,1.439486746837068398e-01,1.275872008493728060e-01
3.445000000000000284e+01,1.404063039543268776e-01,1.404063039543269054e-01,1.453061701621445045e-01,1.285669290155615485e-01
3.450000000000000000e+01,1.421087179648559407e-01,1.421087179648559129e-01,1.466424759686078549e-01,1.295417893498260753e-01
3.454999999999999716e+01,1.438049081788097538e-01,1.438049081788096983e-01,1.479570412832322268e-01,1.305116669880437286e-01
3.460000000000000142e+01,1.454944473923352743e-01,1.454944473923353021e-01,1.492493152861525951e-01,1.314764470660874096e-01
3.464999999999999858e+01,1.471769049503110216e-01,1.471769049503110216e-01,1.505187471575036295e-01,1.324360147198335724e-01
3.470000000000000284e+01,1.488518467463485762e-01,1.488518467463485762e-01,1.517647860774206658e-01,1.333902550851595592e-01
3.475000000000000000e+01,1.505188352227909976e-01,1.505188352227910253e-01,1.529868812260382627e-01,1.343390532979471530e-01
3.479999999999999716e+01,1.521774293707144066e-01,1.521774293707143788e-01,1.541844817834917003e-01,1.352822944940594851e-01
3.485000000000000142e+01,1.538271847299269857e-01,1.538271847299269579e-01,1.553570369299159537e-01,1.362198638093836678e-01
3.489999999999999858e+01,1.554676533889685908e-01,1.554676533889685630e-01,1.565039958454457203e-01,1.371516463797943786e-01
3.495000000000000284e+01,1.570983839851122221e-01,1.570983839851122499e-01,1.576248077102163359e-01,1.380775273411636306e-01
3.500000000000000000e+01,1.587189217043623868e-01,1.587189217043623313e-01,1.587189217043623868e-01,1.389973918293669897e-01
3.504999999999999716e+01,1.603288082814563198e-01,1.603288082814563198e-01,1.597859242258140022e-01,1.399111249802871271e-01
3.510000000000000142e+01,1.619275819998638177e-01,1.619275819998637900e-01,1.608259505436812342e-01,1.408186119297916150e-01
3.514999999999999858e+01,1.635147776917859619e-01,1.635147776917858786e-01,1.618392731448687061e-01,1.417197378137613484e-01
3.520000000000000284e+01,1.650899267381570057e-01,1.650899267381570334e-01,1.628261645162815963e-01,1.426143877680718930e-01
3.525000000000000000e+01,1.666525570686430702e-01,1.666525570686430702e-01,1.637868971448245003e-01,1.435024469286023674e-01
3.529999999999999716e+01,1.682021931616426713e-01,1.682021931616426991e-01,1.647217435174024303e-01,1.443838004312230083e-01
3.535000000000000142e+01,1.697383560442867756e-01,1.697383560442867201e-01,1.656309761209204534e-01,1.452583334118111580e-01
3.539999999999999858e+01,1.712605632924379673e-01,1.712605632924379950e-01,1.665148674422831931e-01,1.461259310062503758e-01
3.545000000000000284e+01,1.727683290306921415e-01,1.727683290306920583e-01,1.673736899683958002e-01,1.469864783504055694e-01
3.550000000000000000e+01,1.742611639323762562e-01,1.742611639323762007e-01,1.682077161861628700e-01,1.478398605801576338e-01
3.554999999999999716e+01,1.757385752195503581e-01,1.757385752195504136e-01,1.690172185824894979e-01,1.486859628313874637e-01
3.560000000000000142e+01,1.772000666630069443e-01,1.772000666630070276e-01,1.698024696442806680e-01,1.495246702399626315e-01
3.564999999999999858e+01,1.786451385822700189e-01,1.786451385822699911e-01,1.705637418584410314e-01,1.503558679417622557e-01
3.570000000000000284e+01,1.800732878455963970e-01,1.800732878455963415e-01,1.713013077118756833e-01,1.511794410726645665e-01
3.575000000000000000e+01,1.814840078699747616e-01,1.814840078699747616e-01,1.720154396914893580e-01,1.519952747685477945e-01
3.579999999999999716e+01,1.828767886211265514e-01,1.828767886211265514e-01,1.727064102841870397e-01,1.528032541652795118e-01
3.585000000000000142e+01,1.842511166135054612e-01,1.842511166135054612e-01,1.733744919768736847e-01,1.536032643987450541e-01
3.589999999999999858e+01,1.856064749102966926e-01,1.856064749102966926e-01,1.740199572564539998e-01,1.543951906048164346e-01
3.595000000000000284e+01,1.869423431234187860e-01,1.869423431234188415e-01,1.746430786098331078e-01,1.551789179193683310e-01
3.600000000000000000e+01,1.882581974135216774e-01,1.882581974135216496e-01,1.752441285239156876e-01,1.559543314782754209e-01
3.604999999999999716e+01,1.895535104899880308e-01,1.895535104899880030e-01,1.758233794856067511e-01,1.567213164174203754e-01
3.610000000000000142e+01,1.908277516109329053e-01,1.908277516109329053e-01,1.763811039818112270e-01,1.574797578726752079e-01
3.615000000000000568e+01,1.920803865832032553e-01,1.920803865832033108e-01,1.769175744994339605e-01,1.582295409799154839e-01
3.620000000000000284e+01,1.933108777623783192e-01,1.933108777623782359e-01,1.774330635253797972e-01,1.589705508750149932e-01
3.625000000000000000e+01,1.945186840527697580e-01,1.945186840527697858e-01,1.779278435465536379e-01,1.597026726938590713e-01
3.629999999999999716e+01,1.957032609074216001e-01,1.957032609074216001e-01,1.784021870498604390e-01,1.604257915723117378e-01
3.635000000000000142e+01,1.968640603281103518e-01,1.968640603281103241e-01,1.788563665222051013e-01,1.611397926462574404e-01
3.640000000000000568e+01,1.980005308653441098e-01,1.980005308653440266e-01,1.792906544504925259e-01,1.618445610515690802e-01
3.645000000000000284e+01,1.991121176183635044e-01,1.991121176183634767e-01,1.797053233216275026e-01,1.625399819241257759e-01
3.650000000000000000e+01,2.001982622351417551e-01,2.001982622351417551e-01,1.801006456225149877e-01,1.632259403997968761e-01
3.654999999999999716e+01,2.012584029123841711e-01,2.012584029123841156e-01,1.804768938400599099e-01,1.639023216144677164e-01
3.660000000000000142e+01,2.022919743955283733e-01,2.022919743955283733e-01,1.808343404611671146e-01,1.645690107040067574e-01
3.665000000000000568e+01,2.032984079787440446e-01,2.032984079787439891e-01,1.811732579727415304e-01,1.652258928042931174e-01
3.670000000000000284e+01,2.042771315049332903e-01,2.042771315049332626e-01,1.814939188616880306e-01,1.658728530511996979e-01
3.675000000000000000e+01,2.052275693657304445e-01,2.052275693657303890e-01,1.817965956149114881e-01,1.665097765806100583e-01
3.679999999999999716e+01,2.061491425015022361e-01,2.061491425015021806e-01,1.820815607193168317e-01,1.671365485283926589e-01
3.685000000000000142e+01,2.070412684013476778e-01,2.070412684013476223e-01,1.823490866618089901e-01,1.677530540304275064e-01
3.690000000000000568e+01,2.079033611030979001e-01,2.079033611030978168e-01,1.825994459292928085e-01,1.683591782225883904e-01
3.695000000000000284e+01,2.087348311933160949e-01,2.087348311933160949e-01,1.828329110086731601e-01,1.689548062407579820e-01
3.700000000000000000e+01,2.095350858072982936e-01,2.095350858072982381e-01,1.830497543868549459e-01,1.695398232208020772e-01
3.704999999999999716e+01,2.103035286290723394e-01,2.103035286290723671e-01,1.832502485507430945e-01,1.701141142986051236e-01
3.710000000000000142e+01,2.110395598913988591e-01,2.110395598913988313e-01,1.834346659872425067e-01,1.706775646100364696e-01
3.715000000000000568e+01,2.117425763757699586e-01,2.117425763757699864e-01,1.836032791832580835e-01,1.712300592909752339e-01
3.720000000000000284e+01,2.124119714124106106e-01,2.124119714124106384e-01,1.837563606256946425e-01,1.717714834772978705e-01
3.725000000000000000e+01,2.130471348802779052e-01,2.130471348802779330e-01,1.838941828014571123e-01,1.723017223048843860e-01
3.729999999999999716e+01,2.136474532070612720e-01,2.136474532070611887e-01,1.840170181974504493e-01,1.728206609096032409e-01
3.735000000000000142e+01,2.142123093691822855e-01,2.142123093691823410e-01,1.841251393005794712e-01,1.733281844273335537e-01
3.740000000000000568e+01,2.147410828917949988e-01,2.147410828917948877e-01,1.842188185977491066e-01,1.738241779939535547e-01
3.745000000000000284e+01,2.152331498487852768e-01,2.152331498487851658e-01,1.842983285758642564e-01,1.743085267453396980e-01
3.750000000000000000e+01,2.156878828627717404e-01,2.156878828627717404e-01,1.843639417218297660e-01,1.747811158173631085e-01
3.754999999999999716e+01,2.161046511051051278e-01,2.161046511051052110e-01,1.844159305225505918e-01,1.752418303459082338e-01
3.760000000000000142e+01,2.164828202958685444e-01,2.164828202958684888e-01,1.844545674649316347e-01,1.756905554668408698e-01
3.765000000000000568e+01,2.168217527038771297e-01,2.168217527038771297e-01,1.844801250358777400e-01,1.761271763160419113e-01
3.770000000000000284e+01,2.171208071466782796e-01,2.171208071466782796e-01,1.844928757222937810e-01,1.765515780293869241e-01
3.775000000000000000e+01,2.173793389905520623e-01,2.173793389905520346e-01,1.844930920110847139e-01,1.769636457427559151e-01
3.779999999999999716e+01,2.175967001505105525e-01,2.175967001505105247e-01,1.844810463891554120e-01,1.773632645920173445e-01
3.785000000000000142e+01,2.177722390902979421e-01,2.177722390902978311e-01,1.844570113434107761e-01,1.777503197130556600e-01
3.790000000000000568e+01,2.179053008223908738e-01,2.179053008223908183e-01,1.844212593607556516e-01,1.781246962417384339e-01
3.795000000000000284e+01,2.179952269079982741e-01,2.179952269079981908e-01,1.843740629280949950e-01,1.784862793139527781e-01
3.800000000000000000e+01,2.180413554570614365e-01,2.180413554570613810e-01,1.843156945323336793e-01,1.788349540655636005e-01
3.804999999999999716e+01,2.180430211282535780e-01,2.180430211282535502e-01,1.842464266603766054e-01,1.791706056324544605e-01
3.810000000000000142e+01,2.179995551289806155e-01,2.179995551289805877e-01,1.841665317991286466e-01,1.794931191504964829e-01
3.815000000000000568e+01,2.179102852153804171e-01,2.179102852153803616e-01,1.840762824354947036e-01,1.798023797555678982e-01
3.820000000000000284e+01,2.177745356923233011e-01,2.177745356923232456e-01,1.839759510563796774e-01,1.800982725835416076e-01
3.825000000000000000e+01,2.175916274134117034e-01,2.175916274134116479e-01,1.838658101486884688e-01,1.803806827703020588e-01
3.829999999999999716e+01,2.173608777809805659e-01,2.173608777809805936e-01,1.837461321993259233e-01,1.806494954517159357e-01
3.835000000000000142e+01,2.170816007460968367e-01,2.170816007460968367e-01,1.836171896951969973e-01,1.809045957636650215e-01
3.840000000000000568e+01,2.167531068085598867e-01,2.167531068085598867e-01,1.834792551232066193e-01,1.811458688420239937e-01
3.845000000000000284e+01,2.163747030169014263e-01,2.163747030169013708e-01,1.833326009702595794e-01,1.813731998226710829e-01
3.850000000000000000e+01,2.159456929683852555e-01,2.159456929683852278e-01,1.831774997232608337e-01,1.815864738414756374e-01
3.854999999999999716e+01,2.154653768090076249e-01,2.154653768090075694e-01,1.830142238691152556e-01,1.817855760343203286e-01
3.860000000000000142e+01,2.149330512334967080e-01,2.149330512334966525e-01,1.828430458947277182e-01,1.819703915370816105e-01
3.865000000000000568e+01,2.143480094853134066e-01,2.143480094853134621e-01,1.826642382870031500e-01,1.821408054856288317e-01
3.870000000000000284e+01,2.137095413566508784e-01,2.137095413566508229e-01,1.824780735328464520e-01,1.822967030158411106e-01
3.875000000000000000e+01,2.130169331884340655e-01,2.130169331884340378e-01,1.822848241191625529e-01,1.824379692636002304e-01
3.879999999999999716e+01,2.122694678703206383e-01,2.122694678703206383e-01,1.820847625328562702e-01,1.825644893647746514e-01
3.885000000000000142e+01,2.114664248407002456e-01,2.114664248407001901e-01,1.818781612608325049e-01,1.826761484552426040e-01
3.890000000000000568e+01,2.106070800866950699e-01,2.106070800866950143e-01,1.816652927899961301e-01,1.827728316708832068e-01
3.895000000000000284e+01,2.096907061441594666e-01,2.096907061441594666e-01,1.814464296072521576e-01,1.828544241475729137e-01
3.900000000000000000e+01,2.087165720976801309e-01,2.087165720976801031e-01,1.812218441995053775e-01,1.829208110211801852e-01
3.904999999999999716e+01,2.076839435805757361e-01,2.076839435805757361e-01,1.809918090536607183e-01,1.829718774275876925e-01
3.910000000000000142e+01,2.065920827748974065e-01,2.065920827748973787e-01,1.807565966566230808e-01,1.830075085026727777e-01
3.915000000000000568e+01,2.054402484114286331e-01,2.054402484114286609e-01,1.805164794952973384e-01,1.830275893823056776e-01
3.920000000000000284e+01,2.042276957696853579e-01,2.042276957696853579e-01,1.802717300565883640e-01,1.830320052023646227e-01
3.925000000000000000e+01,2.029536766779153067e-01,2.029536766779153067e-01,1.800226208274011419e-01,1.830206410987313959e-01
3.929999999999999716e+01,2.016174395130987951e-01,2.016174395130987396e-01,1.797694242946404897e-01,1.829933822072709049e-01
3.935000000000000142e+01,2.002182292009480613e-01,2.002182292009480613e-01,1.795124129452112527e-01,1.829501136638675973e-01
3.940000000000000568e+01,1.987552872159080997e-01,1.987552872159080442e-01,1.792518592660184429e-01,1.828907206043961509e-01
3.945000000000000284e+01,1.972278515811561606e-01,1.972278515811561606e-01,1.789880357439669056e-01,1.828150881647347958e-01
3.950000000000000000e+01,1.956351568686014453e-01,1.956351568686014730e-01,1.787212148659615973e-01,1.827231014807511045e-01
3.954999999999999716e+01,1.939764341988855223e-01,1.939764341988854945e-01,1.784516691189072524e-01,1.826146456883321889e-01
3.960000000000000142e+01,1.922509112413819388e-01,1.922509112413819388e-01,1.781796709897088826e-01,1.824896059233482859e-01
3.965000000000000568e+01,1.904578122141971364e-01,1.904578122141971641e-01,1.779054929652713890e-01,1.823478673216749613e-01
3.970000000000000284e+01,1.885963578841698129e-01,1.885963578841697297e-01,1.776294075324996169e-01,1.821893150191851163e-01
3.975000000000000000e+01,1.866657655668703397e-01,1.866657655668703397e-01,1.773516871782984117e-01,1.820138341517667513e-01
3.979999999999999716e+01,1.846652491266017049e-01,1.846652491266017604e-01,1.770726043895728963e-01,1.818213098552821094e-01
3.985000000000000142e+01,1.825940189763988475e-01,1.825940189763988752e-01,1.767924316532276385e-01,1.816116272656147501e-01
3.990000000000000568e+01,1.804512820780295179e-01,1.804512820780295179e-01,1.765114414561677614e-01,1.813846715186384628e-01
3.995000000000000284e+01,1.782362419419938615e-01,1.782362419419938893e-01,1.762299062852981102e-01,1.811403277502359188e-01
4.000000000000000000e+01,1.759480986275235859e-01,1.759480986275235581e-01,1.759480986275235859e-01,1.808784810962711376e-01
